reporterCd,reporterLabel,partnerCd,partnerLabel,productCd,productLabel,2016 (USD Thousand),2017 (USD Thousand),2018 (USD Thousand),2019 (USD Thousand),2020 (USD Thousand),2021 (USD Thousand),2022 (USD Thousand),2023 (USD Thousand),2024 (USD Thousand),2025 (USD Thousand)
170,Colombia,392,Japón,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,23,205,40,18,65,1,15,0,0
170,Colombia,400,Jordania,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",2,0,0,0,0,0,0,0,0,0
170,Colombia,410,"Corea, República de",081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,90,78,24,7,67,0,2,2,0
170,Colombia,440,Lituania,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,0,0,2,0,0
170,Colombia,490,Taipei Chino,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,98,19,53,8,26,0,0
170,Colombia,554,Nueva Zelandia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,4,0,0,0,0
170,Colombia,579,Noruega,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",2,0,0,1,1,2,1,0,0,0
170,Colombia,616,Polonia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,17,4,0,0,0,0,83,233,0
170,Colombia,642,Rumania,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,15,0,0,0,0,0,0,0
170,Colombia,752,Suecia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",1,0,13,2,0,0,0,0,0,0
170,Colombia,792,Türkiye,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,1,0,28,0,0
170,Colombia,804,Ucrania,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,7,11,48,109,32,0,0,0
170,Colombia,838,Zona franca,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,0,0,0,111,0
170,Colombia,849,Estados Unidos Minor periferico Islas,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,1,0,0,0,0
170,Colombia,862,"Venezuela, República Bolivariana de",081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,0,0,0,0,0
